,State,County,ChronicConditionAmount,Beneficiaries,Prevalence,PerCapitaMedicareSpending
6370,MO,Lincoln,4 to 5,1233,22.49,10498.0998
6371,MO,Lincoln,6+,1275,23.26,29190.1792
6372,MO,Linn,0 to 1,938,34.97,2255.4286
6373,MO,Linn,2 to 3,739,27.55,5591.4334
6374,MO,Linn,4 to 5,540,20.13,12146.0274
6375,MO,Linn,6+,465,17.34,28799.369
6376,MO,Livingston,0 to 1,865,30.74,2201.4059
6377,MO,Livingston,2 to 3,777,27.61,6621.1001
6378,MO,Livingston,4 to 5,613,21.78,12712.3327
6379,MO,Livingston,6+,559,19.86,29035.5016
6380,MO,Macon,0 to 1,1141,33.09,2635.3456
6381,MO,Macon,2 to 3,1030,29.87,6938.9752
6382,MO,Macon,4 to 5,733,21.26,12715.2096
6383,MO,Macon,6+,544,15.78,29349.7609
6384,MO,Madison,0 to 1,729,29.22,2194.7484
6385,MO,Madison,2 to 3,658,26.37,5877.1485
6386,MO,Madison,4 to 5,607,24.33,9972.5849
6387,MO,Madison,6+,501,20.08,25158.5331
6388,MO,Maries,0 to 1,497,31.54,1574.8052
6389,MO,Maries,2 to 3,422,26.78,5356.0551
6390,MO,Maries,4 to 5,348,22.08,9571.4034
6391,MO,Maries,6+,309,19.61,26316.2314
6392,MO,Marion,0 to 1,1659,30.49,2159.4722
6393,MO,Marion,2 to 3,1568,28.82,5582.7513
6394,MO,Marion,4 to 5,1191,21.89,11011.6721
6395,MO,Marion,6+,1023,18.8,28595.2209
6396,MO,McDonald,0 to 1,779,34.33,1866.3117
6397,MO,McDonald,2 to 3,612,26.97,5612.1711
6398,MO,McDonald,4 to 5,486,21.42,12536.7313
6399,MO,McDonald,6+,392,17.28,29952.073
6400,MO,Mercer,0 to 1,266,35.56,2089.42
6401,MO,Mercer,2 to 3,219,29.28,5751.3968
6402,MO,Mercer,4 to 5,152,20.32,13575.3086
6403,MO,Mercer,6+,111,14.84,28598.8035
6404,MO,Miller,0 to 1,1374,35.08,1743.8589
6405,MO,Miller,2 to 3,1045,26.68,6833.7864
6406,MO,Miller,4 to 5,840,21.44,11649.7464
6407,MO,Miller,6+,658,16.8,25494.6303
6408,MO,Mississippi,0 to 1,754,29.56,1977.2187
6409,MO,Mississippi,2 to 3,710,27.83,5575.172
6410,MO,Mississippi,4 to 5,568,22.27,10791.8869
6411,MO,Mississippi,6+,519,20.34,24895.2661
6412,MO,Moniteau,0 to 1,788,34.84,2303.9507
6413,MO,Moniteau,2 to 3,649,28.69,5657.3057
6414,MO,Moniteau,4 to 5,484,21.4,12844.2101
6415,MO,Moniteau,6+,341,15.08,27714.2243
6416,MO,Monroe,0 to 1,624,34.69,1707.3265
6417,MO,Monroe,2 to 3,499,27.74,6870.6194
6418,MO,Monroe,4 to 5,373,20.73,10149.6827
6419,MO,Monroe,6+,303,16.84,26820.43
6420,MO,Montgomery,0 to 1,675,31.76,2151.7228
6421,MO,Montgomery,2 to 3,596,28.05,6706.0133
6422,MO,Montgomery,4 to 5,466,21.93,11276.8277
6423,MO,Montgomery,6+,388,18.26,26786.7593
6424,MO,Morgan,0 to 1,1648,37.07,1995.7565
6425,MO,Morgan,2 to 3,1210,27.22,5788.7953
6426,MO,Morgan,4 to 5,889,20.0,11085.5773
6427,MO,Morgan,6+,699,15.72,24488.2546
6428,MO,New Madrid,0 to 1,806,26.17,1470.498
6429,MO,New Madrid,2 to 3,847,27.5,5173.7853
6430,MO,New Madrid,4 to 5,768,24.94,10524.8425
6431,MO,New Madrid,6+,659,21.4,27231.6963
6432,MO,Newton,0 to 1,2526,31.47,1949.7909
6433,MO,Newton,2 to 3,2304,28.71,5922.295
6434,MO,Newton,4 to 5,1749,21.79,10763.6753
6435,MO,Newton,6+,1447,18.03,29491.5863
6436,MO,Nodaway,0 to 1,1175,33.56,2273.5457
6437,MO,Nodaway,2 to 3,1069,30.53,6221.9378
6438,MO,Nodaway,4 to 5,735,20.99,12656.9081
6439,MO,Nodaway,6+,522,14.91,29576.1661
6440,MO,Oregon,0 to 1,750,34.55,2548.1274
6441,MO,Oregon,2 to 3,596,27.45,4111.3723
6442,MO,Oregon,4 to 5,474,21.83,10421.872
6443,MO,Oregon,6+,351,16.17,23000.6042
6444,MO,Osage,0 to 1,655,31.8,2157.9327
6445,MO,Osage,2 to 3,578,28.06,5880.3387
6446,MO,Osage,4 to 5,484,23.5,10852.2442
6447,MO,Osage,6+,343,16.65,24674.1274
6448,MO,Ozark,0 to 1,676,38.06,1689.3128
6449,MO,Ozark,2 to 3,548,30.86,5252.4088
6450,MO,Ozark,4 to 5,322,18.13,13235.7541
6451,MO,Ozark,6+,230,12.95,26678.762
6452,MO,Pemiscot,0 to 1,676,24.43,1647.7118
6453,MO,Pemiscot,2 to 3,740,26.74,4932.9297
6454,MO,Pemiscot,4 to 5,673,24.32,9698.6546
6455,MO,Pemiscot,6+,678,24.5,27187.8806
6456,MO,Perry,0 to 1,903,26.51,2202.6584
6457,MO,Perry,2 to 3,1132,33.24,8323.1918
6458,MO,Perry,4 to 5,718,21.08,12877.8964
6459,MO,Perry,6+,653,19.17,30102.4584
6460,MO,Pettis,0 to 1,2111,32.88,2223.2893
6461,MO,Pettis,2 to 3,1808,28.16,5196.4753
6462,MO,Pettis,4 to 5,1328,20.68,9902.4519
6463,MO,Pettis,6+,1174,18.28,26657.1601
6464,MO,Phelps,0 to 1,1893,29.62,1640.3295
6465,MO,Phelps,2 to 3,1787,27.96,5446.3485
6466,MO,Phelps,4 to 5,1375,21.51,9971.2323
6467,MO,Phelps,6+,1336,20.9,27511.2551
6468,MO,Pike,0 to 1,980,34.59,1846.2282
6469,MO,Pike,2 to 3,832,29.37,7052.0654
6470,MO,Pike,4 to 5,559,19.73,12212.5914
6471,MO,Pike,6+,462,16.31,30401.8149
6472,MO,Platte,0 to 1,3234,31.64,2432.4164
6473,MO,Platte,2 to 3,3017,29.51,6047.5413
6474,MO,Platte,4 to 5,2285,22.35,11175.7414
6475,MO,Platte,6+,1686,16.49,29352.4563
6476,MO,Polk,0 to 1,1087,32.9,1878.8118
6477,MO,Polk,2 to 3,902,27.3,5926.6065
6478,MO,Polk,4 to 5,692,20.94,11637.305
6479,MO,Polk,6+,623,18.86,27067.0274
6480,MO,Pulaski,0 to 1,1904,37.09,1209.9897
6481,MO,Pulaski,2 to 3,1308,25.48,5573.234
6482,MO,Pulaski,4 to 5,1034,20.14,11574.3673
6483,MO,Pulaski,6+,888,17.3,26622.8395
6484,MO,Putnam,0 to 1,371,32.63,2335.626
6485,MO,Putnam,2 to 3,288,25.33,5750.5878
6486,MO,Putnam,4 to 5,277,24.36,11577.2051
6487,MO,Putnam,6+,201,17.68,28923.494
6488,MO,Ralls,0 to 1,639,32.34,1799.6892
6489,MO,Ralls,2 to 3,584,29.55,5878.581
6490,MO,Ralls,4 to 5,431,21.81,11166.8358
6491,MO,Ralls,6+,322,16.3,25626.9162
6492,MO,Randolph,0 to 1,1267,32.87,2330.5754
6493,MO,Randolph,2 to 3,1089,28.26,6211.0362
6494,MO,Randolph,4 to 5,791,20.52,11540.2778
6495,MO,Randolph,6+,707,18.34,29198.2706
6496,MO,Ray,0 to 1,1059,33.29,2198.6526
6497,MO,Ray,2 to 3,887,27.88,6722.0557
6498,MO,Ray,4 to 5,680,21.38,12427.6166
6499,MO,Ray,6+,555,17.45,33480.5995
6500,MO,Reynolds,0 to 1,468,30.47,1855.2943
6501,MO,Reynolds,2 to 3,405,26.37,5546.9485
6502,MO,Reynolds,4 to 5,375,24.41,10821.6176
6503,MO,Reynolds,6+,288,18.75,26576.6497
6504,MO,Ripley,0 to 1,793,28.27,1558.9458
6505,MO,Ripley,2 to 3,717,25.56,5076.7813
6506,MO,Ripley,4 to 5,650,23.17,9354.512
6507,MO,Ripley,6+,645,22.99,25854.8995
6508,MO,Saline,0 to 1,1084,30.39,2635.2376
6509,MO,Saline,2 to 3,1020,28.6,6322.418
6510,MO,Saline,4 to 5,844,23.66,11296.3171
6511,MO,Saline,6+,619,17.35,23575.6044
6512,MO,Schuyler,0 to 1,225,28.99,1878.3874
6513,MO,Schuyler,2 to 3,215,27.71,6188.4966
6514,MO,Schuyler,4 to 5,183,23.58,9442.5271
6515,MO,Schuyler,6+,153,19.72,28009.9728
6516,MO,Scotland,0 to 1,247,30.57,2605.8306
6517,MO,Scotland,2 to 3,252,31.19,8672.5886
6518,MO,Scotland,4 to 5,180,22.28,15966.3607
6519,MO,Scotland,6+,129,15.97,30621.7774
6520,MO,Scott,0 to 1,2211,28.33,2053.0916
6521,MO,Scott,2 to 3,2305,29.53,5747.2764
6522,MO,Scott,4 to 5,1749,22.41,10661.488
6523,MO,Scott,6+,1540,19.73,26708.5143
6524,MO,Shannon,0 to 1,584,37.6,1743.4534
6525,MO,Shannon,2 to 3,423,27.24,4806.0741
6526,MO,Shannon,4 to 5,323,20.8,13414.7389
6527,MO,Shannon,6+,223,14.36,27289.5335
6528,MO,Shelby,0 to 1,415,32.55,2482.5041
6529,MO,Shelby,2 to 3,410,32.16,7594.6936
6530,MO,Shelby,4 to 5,260,20.39,10669.5694
6531,MO,Shelby,6+,190,14.9,31107.7815
6532,MO,St. Charles,0 to 1,9379,28.74,2273.1261
6533,MO,St. Charles,2 to 3,9454,28.97,6332.523
6534,MO,St. Charles,4 to 5,7525,23.06,11062.4105
6535,MO,St. Charles,6+,6277,19.23,29270.4745
6536,MO,St. Clair,0 to 1,601,34.54,2061.405
6537,MO,St. Clair,2 to 3,468,26.9,6860.7878
6538,MO,St. Clair,4 to 5,353,20.29,13100.6121
6539,MO,St. Clair,6+,318,18.28,31522.9116
6540,MO,St. Francois,0 to 1,2563,24.81,2021.5901
6541,MO,St. Francois,2 to 3,2791,27.01,5509.562
6542,MO,St. Francois,4 to 5,2504,24.24,9478.9947
6543,MO,St. Francois,6+,2474,23.95,26374.512
6544,MO,St. Louis,0 to 1,28849,28.4,2253.7557
6545,MO,St. Louis,2 to 3,29533,29.07,5953.9012
6546,MO,St. Louis,4 to 5,23434,23.07,11166.0674
6547,MO,St. Louis,6+,19781,19.47,30511.3976
6548,MO,St. Louis City,0 to 1,7167,30.59,1801.5826
6549,MO,St. Louis City,2 to 3,6118,26.11,5950.737
6550,MO,St. Louis City,4 to 5,5024,21.44,12146.8183
6551,MO,St. Louis City,6+,5121,21.86,33369.6869
6552,MO,Ste. Genevieve,0 to 1,895,30.82,2106.9296
6553,MO,Ste. Genevieve,2 to 3,771,26.55,5558.4899
6554,MO,Ste. Genevieve,4 to 5,637,21.94,9893.3937
6555,MO,Ste. Genevieve,6+,601,20.7,30069.513
6556,MO,Stoddard,0 to 1,1676,28.8,1930.8044
6557,MO,Stoddard,2 to 3,1658,28.49,5875.894
6558,MO,Stoddard,4 to 5,1379,23.7,10475.4513
6559,MO,Stoddard,6+,1106,19.01,26913.5169
6560,MO,Stone,0 to 1,1807,34.39,2120.7861
6561,MO,Stone,2 to 3,1510,28.73,5766.6592
6562,MO,Stone,4 to 5,1153,21.94,10497.9945
6563,MO,Stone,6+,785,14.94,26058.708
6564,MO,Sullivan,0 to 1,462,36.61,2536.3011
6565,MO,Sullivan,2 to 3,388,30.74,6264.4099
6566,MO,Sullivan,4 to 5,223,17.67,11365.8323
6567,MO,Sullivan,6+,189,14.98,32331.5764
6568,MO,Taney,0 to 1,2550,34.45,2009.9764
6569,MO,Taney,2 to 3,2063,27.87,5845.8092
6570,MO,Taney,4 to 5,1539,20.79,10691.2683
6571,MO,Taney,6+,1250,16.89,26645.0551
6572,MO,Texas,0 to 1,1637,35.7,1554.7077
6573,MO,Texas,2 to 3,1316,28.7,6109.6786
6574,MO,Texas,4 to 5,903,19.69,11427.3513
6575,MO,Texas,6+,729,15.9,26730.7013
6580,MO,Vernon,0 to 1,1108,33.5,2172.7107
6581,MO,Vernon,2 to 3,1010,30.54,5652.3349
6582,MO,Vernon,4 to 5,672,20.32,11354.6075
6583,MO,Vernon,6+,517,15.63,27058.7257
6584,MO,Warren,0 to 1,976,30.14,1968.2788
6585,MO,Warren,2 to 3,910,28.1,6282.8158
6586,MO,Warren,4 to 5,688,21.25,10554.2763
6587,MO,Warren,6+,664,20.51,27383.7048
6588,MO,Washington,0 to 1,832,26.22,2327.3379
6589,MO,Washington,2 to 3,777,24.49,5783.246
6590,MO,Washington,4 to 5,799,25.18,11011.9618
6591,MO,Washington,6+,765,24.11,28183.2146
6592,MO,Wayne,0 to 1,764,29.5,1583.2227
6593,MO,Wayne,2 to 3,796,30.73,5074.5864
6594,MO,Wayne,4 to 5,590,22.78,9550.2543
6595,MO,Wayne,6+,440,16.99,26665.972
6596,MO,Webster,0 to 1,1183,34.65,2545.7362
6597,MO,Webster,2 to 3,973,28.5,6312.434
6598,MO,Webster,4 to 5,712,20.86,10993.0298
6599,MO,Webster,6+,546,15.99,26385.6117
6600,MO,Worth,0 to 1,151,32.54,2406.5494
6601,MO,Worth,2 to 3,141,30.39,7538.6109
6602,MO,Worth,4 to 5,111,23.92,11377.3896
6603,MO,Worth,6+,61,13.15,37148.5987
6604,MO,Wright,0 to 1,935,36.03,2189.8758
6605,MO,Wright,2 to 3,708,27.28,6393.7533
6606,MO,Wright,4 to 5,554,21.35,11809.082
6607,MO,Wright,6+,398,15.34,28594.636
6612,MT,Beaverhead,0 to 1,948,49.82,3065.0922
6613,MT,Beaverhead,2 to 3,573,30.11,8713.4431
6614,MT,Beaverhead,4 to 5,261,13.72,17129.7477
6615,MT,Beaverhead,6+,121,6.36,30390.3407
6616,MT,Big Horn,0 to 1,628,42.72,1989.196
6617,MT,Big Horn,2 to 3,380,25.85,9825.9759
6618,MT,Big Horn,4 to 5,268,18.23,17509.338
6619,MT,Big Horn,6+,194,13.2,43605.3481
6620,MT,Blaine,0 to 1,440,43.35,2230.7305
6621,MT,Blaine,2 to 3,302,29.75,6441.3128
6622,MT,Blaine,4 to 5,159,15.67,12613.324
6623,MT,Blaine,6+,114,11.23,29034.9224
6624,MT,Broadwater,0 to 1,577,51.24,2147.7407
6625,MT,Broadwater,2 to 3,314,27.89,6898.7057
6626,MT,Broadwater,4 to 5,152,13.5,13908.9646
6627,MT,Broadwater,6+,83,7.37,29444.3255
6628,MT,Carbon,0 to 1,1068,52.9,2894.8407
6629,MT,Carbon,2 to 3,534,26.45,6610.5477
6630,MT,Carbon,4 to 5,266,13.17,15194.6045
6631,MT,Carbon,6+,151,7.48,36196.2027
6632,MT,Carter,0 to 1,163,57.19,2384.7763
6633,MT,Carter,2 to 3,64,22.46,8005.6563
6634,MT,Carter,4 to 5,39,13.68,11370.5636
6635,MT,Carter,6+,19,6.67,36627.6742
6636,MT,Cascade,0 to 1,4168,33.86,2035.0462
6637,MT,Cascade,2 to 3,3610,29.33,5790.9896
6638,MT,Cascade,4 to 5,2574,20.91,10688.9456
6639,MT,Cascade,6+,1957,15.9,25853.647
6640,MT,Chouteau,0 to 1,380,39.5,2060.1278
6641,MT,Chouteau,2 to 3,292,30.35,7145.4937
6642,MT,Chouteau,4 to 5,168,17.46,10426.8284
6643,MT,Chouteau,6+,122,12.68,28716.1073
6644,MT,Custer,0 to 1,927,39.41,1928.4532
6645,MT,Custer,2 to 3,694,29.51,6640.9754
6646,MT,Custer,4 to 5,430,18.28,12038.7926
6647,MT,Custer,6+,301,12.8,27059.9109
6648,MT,Daniels,0 to 1,184,44.34,2730.7577
6649,MT,Daniels,2 to 3,117,28.19,7368.5356
6650,MT,Daniels,4 to 5,63,15.18,16552.3943
6651,MT,Daniels,6+,51,12.29,48545.6318
6652,MT,Dawson,0 to 1,773,45.02,1986.5547
6653,MT,Dawson,2 to 3,466,27.14,6317.6371
6654,MT,Dawson,4 to 5,306,17.82,13780.2667
6655,MT,Dawson,6+,172,10.02,28507.7757
6656,MT,Deer Lodge,0 to 1,870,40.83,2529.1302
6657,MT,Deer Lodge,2 to 3,638,29.94,6880.5531
6658,MT,Deer Lodge,4 to 5,368,17.27,12542.6784
6659,MT,Deer Lodge,6+,255,11.97,31548.219
6660,MT,Fallon,0 to 1,235,48.65,2725.0761
6661,MT,Fallon,2 to 3,151,31.26,8787.8708
6662,MT,Fallon,4 to 5,67,13.87,20523.6476
6663,MT,Fallon,6+,30,6.21,40092.9073
6664,MT,Fergus,0 to 1,1013,43.97,2023.1377
6665,MT,Fergus,2 to 3,688,29.86,5715.4319
6666,MT,Fergus,4 to 5,357,15.49,11124.088
6667,MT,Fergus,6+,246,10.68,28472.0341
6668,MT,Flathead,0 to 1,7446,45.53,2212.0227
6669,MT,Flathead,2 to 3,4775,29.2,7020.7035
6670,MT,Flathead,4 to 5,2661,16.27,12784.4224
6671,MT,Flathead,6+,1473,9.01,27538.8648
6672,MT,Gallatin,0 to 1,6008,53.16,2698.7695
6673,MT,Gallatin,2 to 3,3243,28.7,7512.1593
6674,MT,Gallatin,4 to 5,1364,12.07,15297.1713
6675,MT,Gallatin,6+,686,6.07,31890.1984
6676,MT,Garfield,0 to 1,137,53.1,1498.5754
6677,MT,Garfield,2 to 3,67,25.97,6060.6967
6678,MT,Garfield,4 to 5,39,15.12,17200.0095
6679,MT,Garfield,6+,15,5.81,15699.45
6680,MT,Glacier,0 to 1,709,45.16,1812.9891
6681,MT,Glacier,2 to 3,430,27.39,6753.4608
6682,MT,Glacier,4 to 5,243,15.48,14977.4716
6683,MT,Glacier,6+,188,11.97,30571.1812
6684,MT,Golden Valley,0 to 1,123,55.91,1886.3983
6685,MT,Golden Valley,2 to 3,53,24.09,9619.1815
6686,MT,Golden Valley,4 to 5,26,11.82,9710.9554
6687,MT,Golden Valley,6+,18,8.18,17105.0256
6688,MT,Granite,0 to 1,415,51.23,2314.3631
6689,MT,Granite,2 to 3,227,28.02,5782.8928
6690,MT,Granite,4 to 5,117,14.44,16757.4583
6691,MT,Granite,6+,51,6.3,32321.6645
6692,MT,Hill,0 to 1,1234,44.5,1729.9192
6693,MT,Hill,2 to 3,748,26.97,6477.602
6694,MT,Hill,4 to 5,484,17.45,11171.2702
6695,MT,Hill,6+,307,11.07,24137.0069
6696,MT,Jefferson,0 to 1,1163,52.67,1988.0063
6697,MT,Jefferson,2 to 3,612,27.72,7238.2617
6698,MT,Jefferson,4 to 5,292,13.22,14451.4575
6699,MT,Jefferson,6+,141,6.39,29769.81
6700,MT,Judith Basin,0 to 1,204,47.11,1476.6649
6701,MT,Judith Basin,2 to 3,123,28.41,4335.0033
6702,MT,Judith Basin,4 to 5,68,15.7,13781.6193
6703,MT,Judith Basin,6+,38,8.78,26980.5253
6704,MT,Lake,0 to 1,2397,43.72,2563.4806
6705,MT,Lake,2 to 3,1621,29.56,6952.9916
6706,MT,Lake,4 to 5,932,17.0,13582.6646
6707,MT,Lake,6+,533,9.72,30215.2913
6708,MT,Lewis and Clark,0 to 1,4924,46.73,2172.2685
6709,MT,Lewis and Clark,2 to 3,3045,28.9,7400.4496
6710,MT,Lewis and Clark,4 to 5,1607,15.25,12906.5954
6711,MT,Lewis and Clark,6+,961,9.12,26619.3436
6712,MT,Liberty,0 to 1,136,35.6,2174.2896
6713,MT,Liberty,2 to 3,107,28.01,11275.1214
6714,MT,Liberty,4 to 5,85,22.25,11624.1526
6715,MT,Liberty,6+,54,14.14,26223.8085
6716,MT,Lincoln,0 to 1,2281,48.88,1856.3777
6717,MT,Lincoln,2 to 3,1312,28.11,6497.6137
6718,MT,Lincoln,4 to 5,676,14.48,14148.4647
6719,MT,Lincoln,6+,398,8.53,29481.1853
6720,MT,Madison,0 to 1,1263,58.91,2211.1381
6721,MT,Madison,2 to 3,534,24.91,7984.3084
6722,MT,Madison,4 to 5,240,11.19,19213.2878
6723,MT,Madison,6+,107,4.99,31515.1276
6724,MT,McCone,0 to 1,150,47.47,2407.7007
6725,MT,McCone,2 to 3,92,29.11,6069.1347
6726,MT,McCone,4 to 5,48,15.19,13102.7465
6727,MT,McCone,6+,26,8.23,42774.7565
6728,MT,Meagher,0 to 1,254,51.11,2475.4631
6729,MT,Meagher,2 to 3,129,25.96,10328.8137
6730,MT,Meagher,4 to 5,75,15.09,16474.7727
6731,MT,Meagher,6+,39,7.85,42242.429
6732,MT,Mineral,0 to 1,584,51.14,2009.9413
6733,MT,Mineral,2 to 3,324,28.37,8697.0044
6734,MT,Mineral,4 to 5,152,13.31,13056.7155
6735,MT,Mineral,6+,82,7.18,36353.0089
6736,MT,Missoula,0 to 1,7594,47.28,2506.699
6737,MT,Missoula,2 to 3,4803,29.9,6704.9451
6738,MT,Missoula,4 to 5,2349,14.63,13780.5528
6739,MT,Missoula,6+,1315,8.19,27920.2352
6740,MT,Musselshell,0 to 1,533,49.58,2203.1506
6741,MT,Musselshell,2 to 3,284,26.42,11014.3755
6742,MT,Musselshell,4 to 5,178,16.56,11748.8647
6743,MT,Musselshell,6+,80,7.44,35220.0475
6744,MT,Park,0 to 1,2041,55.66,2234.3999
6745,MT,Park,2 to 3,1001,27.3,7804.4414
6746,MT,Park,4 to 5,413,11.26,16136.561
6747,MT,Park,6+,212,5.78,41177.0441
6752,MT,Phillips,0 to 1,384,41.69,2667.9782
6753,MT,Phillips,2 to 3,293,31.81,6226.1156
6754,MT,Phillips,4 to 5,167,18.13,14610.7583
6755,MT,Phillips,6+,77,8.36,25821.6277
6756,MT,Pondera,0 to 1,466,44.13,2413.6036
6757,MT,Pondera,2 to 3,278,26.33,7329.0982
6758,MT,Pondera,4 to 5,198,18.75,11981.7604
6759,MT,Pondera,6+,114,10.8,39792.3787
6760,MT,Powder River,0 to 1,168,49.56,2399.9627
6761,MT,Powder River,2 to 3,83,24.48,4385.3301
6762,MT,Powder River,4 to 5,58,17.11,7777.2793
6763,MT,Powder River,6+,30,8.85,24576.736
6764,MT,Powell,0 to 1,616,47.9,2368.3876
6765,MT,Powell,2 to 3,343,26.67,7358.3527
6766,MT,Powell,4 to 5,189,14.7,14878.3744
6767,MT,Powell,6+,138,10.73,29023.3657
6768,MT,Prairie,0 to 1,169,52.0,1204.0227
6769,MT,Prairie,2 to 3,80,24.62,7282.4923
6770,MT,Prairie,4 to 5,51,15.69,10731.0994
6771,MT,Prairie,6+,25,7.69,31584.2992
6772,MT,Ravalli,0 to 1,4576,49.89,2385.2243
6773,MT,Ravalli,2 to 3,2630,28.67,6841.6667
6774,MT,Ravalli,4 to 5,1297,14.14,13502.9213
6775,MT,Ravalli,6+,670,7.3,28606.5993
6776,MT,Richland,0 to 1,660,38.42,1784.6895
6777,MT,Richland,2 to 3,443,25.79,6448.5336
6778,MT,Richland,4 to 5,341,19.85,10854.4143
6779,MT,Richland,6+,274,15.95,25948.1082
6780,MT,Roosevelt,0 to 1,588,38.89,2788.88
6781,MT,Roosevelt,2 to 3,447,29.56,8515.4291
6782,MT,Roosevelt,4 to 5,307,20.3,17100.6525
6783,MT,Roosevelt,6+,170,11.24,45415.5867
6784,MT,Rosebud,0 to 1,689,49.04,2113.4422
6785,MT,Rosebud,2 to 3,355,25.27,7725.5374
6786,MT,Rosebud,4 to 5,220,15.66,15855.3467
6787,MT,Rosebud,6+,141,10.04,35350.3533
6788,MT,Sanders,0 to 1,1683,51.55,2196.4613
6789,MT,Sanders,2 to 3,886,27.14,7113.2127
6790,MT,Sanders,4 to 5,449,13.75,14093.6369
6791,MT,Sanders,6+,247,7.57,24321.8841
6792,MT,Sheridan,0 to 1,370,43.43,1951.1675
6793,MT,Sheridan,2 to 3,273,32.04,7093.9927
6794,MT,Sheridan,4 to 5,148,17.37,18204.3024
6795,MT,Sheridan,6+,61,7.16,38444.2643
6796,MT,Silver Bow,0 to 1,2752,43.44,1900.2369
6797,MT,Silver Bow,2 to 3,1855,29.28,5912.7859
6798,MT,Silver Bow,4 to 5,1050,16.57,12337.8348
6799,MT,Silver Bow,6+,678,10.7,29094.2735
6800,MT,Stillwater,0 to 1,834,48.83,2174.7575
6801,MT,Stillwater,2 to 3,485,28.4,5977.0585
6802,MT,Stillwater,4 to 5,245,14.34,15127.8396
6803,MT,Stillwater,6+,144,8.43,36593.4731
6804,MT,Sweet Grass,0 to 1,403,51.01,2949.1488
6805,MT,Sweet Grass,2 to 3,245,31.01,9305.9729
6806,MT,Sweet Grass,4 to 5,101,12.78,20748.1574
6807,MT,Sweet Grass,6+,41,5.19,34417.9163
6808,MT,Teton,0 to 1,442,45.01,2096.2219
6809,MT,Teton,2 to 3,259,26.37,5065.8446
6810,MT,Teton,4 to 5,159,16.19,13406.1969
6811,MT,Teton,6+,122,12.42,27231.7117
6812,MT,Toole,0 to 1,437,52.78,2908.9175
6813,MT,Toole,2 to 3,229,27.66,7364.0952
6814,MT,Toole,4 to 5,103,12.44,15000.011
6815,MT,Toole,6+,59,7.13,29455.718
6816,MT,Treasure,0 to 1,77,48.43,2336.6421
6817,MT,Treasure,2 to 3,53,33.33,11422.2398
6818,MT,Treasure,4 to 5,16,10.06,6968.0519
6819,MT,Treasure,6+,13,8.18,26436.0731
6824,MT,Valley,0 to 1,727,43.12,2296.7678
6825,MT,Valley,2 to 3,544,32.27,6626.6589
6826,MT,Valley,4 to 5,263,15.6,14477.1478
6827,MT,Valley,6+,152,9.02,29888.5565
6828,MT,Wheatland,0 to 1,231,51.68,2780.541
6829,MT,Wheatland,2 to 3,116,25.95,10040.8744
6830,MT,Wheatland,4 to 5,53,11.86,19233.9989
6831,MT,Wheatland,6+,47,10.51,49489.8953
6832,MT,Wibaux,0 to 1,96,37.65,2140.03
6833,MT,Wibaux,2 to 3,79,30.98,6023.2565
6834,MT,Wibaux,4 to 5,50,19.61,12447.5522
6835,MT,Wibaux,6+,30,11.76,17546.73
6836,MT,Yellowstone,0 to 1,8459,39.71,2396.6363
6837,MT,Yellowstone,2 to 3,6283,29.5,6604.209
6838,MT,Yellowstone,4 to 5,3809,17.88,12435.543
6839,MT,Yellowstone,6+,2749,12.91,30323.5754
6844,NE,Adams,0 to 1,1868,30.93,1989.3385
6845,NE,Adams,2 to 3,1865,30.88,5832.3862
6846,NE,Adams,4 to 5,1351,22.37,11418.0193
6847,NE,Adams,6+,955,15.81,27988.7091
6848,NE,Antelope,0 to 1,519,35.23,1945.1925
6849,NE,Antelope,2 to 3,394,26.75,6195.4232
6850,NE,Antelope,4 to 5,317,21.52,14650.6255
6851,NE,Antelope,6+,243,16.5,30326.366
6856,NE,Banner,0 to 1,104,55.32,2038.6348
6857,NE,Banner,2 to 3,46,24.47,5988.2498
6858,NE,Banner,4 to 5,23,12.23,15194.78
6859,NE,Banner,6+,15,7.98,83448.0427
6860,NE,Blaine,0 to 1,40,36.7,1527.6593
6861,NE,Blaine,2 to 3,37,33.94,3606.1651
6862,NE,Blaine,4 to 5,18,16.51,11095.6144
6863,NE,Blaine,6+,14,12.84,31105.845
6864,NE,Boone,0 to 1,400,35.24,2205.9904
6865,NE,Boone,2 to 3,336,29.6,7317.9844
6866,NE,Boone,4 to 5,242,21.32,14006.052
6867,NE,Boone,6+,157,13.83,36219.4228
6868,NE,Box Butte,0 to 1,889,42.64,2270.8354
6869,NE,Box Butte,2 to 3,588,28.2,8375.7316
6870,NE,Box Butte,4 to 5,336,16.12,14581.4317
6871,NE,Box Butte,6+,272,13.05,34537.219
6872,NE,Boyd,0 to 1,267,43.34,1984.0142
6873,NE,Boyd,2 to 3,147,23.86,8186.1816
6874,NE,Boyd,4 to 5,121,19.64,15749.978
6875,NE,Boyd,6+,81,13.15,39307.3798
6876,NE,Brown,0 to 1,309,41.76,2322.9249
6877,NE,Brown,2 to 3,202,27.3,8357.3819
6878,NE,Brown,4 to 5,128,17.3,11306.2073
6879,NE,Brown,6+,101,13.65,42078.2606
6880,NE,Buffalo,0 to 1,2303,33.72,2099.8318
6881,NE,Buffalo,2 to 3,1880,27.53,5557.5962
6882,NE,Buffalo,4 to 5,1402,20.53,11195.538
